ENERGY,POST,POSTUNC,RELPOSTUNC
2.53e-08,4.324873896166537e-05,3.851022820982865,
9.4e-06,3.692617543316068e-05,0.21279785271609952,
0.00015,4.347682614191939e-05,0.053296587466253625,
0.00025,4.544643891968292e-05,0.04134602562477604,
0.00035,4.2179494224914293e-05,0.034971323799428196,
0.00045,3.223567509391678e-05,0.030855975899080606,
0.00055,4.698317134943508e-05,0.02792041726840601,
0.00065,3.3055098753953516e-05,0.025687826293236096,
0.00075,3.057356969571323e-05,0.02389646444120497,
0.00085,5.314115637888861e-05,0.022454625331516737,
0.00095,2.2267925349206408e-05,0.021231698484591145,
0.0015,3.2878887221921005e-05,0.016854079628304566,
0.0025,3.192339695501367e-05,0.012931745349706883,
0.0035,2.1051105570046857e-05,0.011473106974135604,
0.0045,3.474677778081414e-05,0.009928814438661577,
0.0055,4.007118013316102e-05,0.00934452543170139,
0.0065,3.3391515042557884e-05,0.008918451879379556,
0.0075,2.0340584536704398e-05,0.008590975861130407,
0.0085,4.298231702626332e-05,0.008340932381411221,
0.0095,5.148941004429197e-05,0.008513582405768163,
0.015,9.74495828629518e-05,0.008025556008336501,
0.02,3.424726925205235e-05,0.008135050972573603,
0.024,1.2748308771737271e-05,0.00803756390914878,
0.03,9.117638877920164e-05,0.007922112125622556,
0.045,-1.6741298530797977e-05,0.007952731062209421,
0.055,-8.676563615916955e-05,0.00744607468937041,
0.065,-2.6619486078072185e-05,0.007298782968516225,
0.075,-5.122529984180613e-05,0.007184744084549289,
0.085,-2.188448623896555e-05,0.0074656920809760274,
0.095,-4.519372791256249e-05,0.007492877341757826,
0.1,-3.1213089229376045e-05,0.007366798852939842,
0.12,2.0690087510599753e-05,0.00723465566977399,
0.15,0.00010599950451228857,0.00711808594614184,
0.17,9.061649623243184e-05,0.006929924325457124,
0.18,0.00013351972919672939,0.006988528643404649,
0.19,0.00014537384917301388,0.006632122823132872,
0.2,0.00023056928450548853,0.0064838739313469685,
0.21,0.00023768772555188278,0.006285823901586256,
0.22,0.0002740890809902474,0.006112425685220601,
0.23,0.0002776783350819656,0.005850834527761816,
0.235,0.0003081116515448734,0.005847144983867903,
0.24,0.0003211925863246812,0.0058473313287654375,
0.245,0.0003329807411271979,0.005766715887270926,
0.25,0.0003412901259824963,0.005596735103890127,
0.26,0.0003643477178920662,0.005486447557121502,
0.27,0.00035673175110750854,0.005240856530044328,
0.28,0.0003593666522048178,0.005095565345693904,
0.3,0.00033341166690048496,0.004734371665231471,
0.325,0.00033148186976217353,0.004354809504857513,
0.35,0.0002687853834564269,0.004104576418486181,
0.375,0.0002779153015215474,0.003935342057926448,
0.4,0.00024840483188337537,0.0037432674321844247,
0.425,0.00024510831695678803,0.003706320246727064,
0.45,0.0002455946201840309,0.0034456590448915998,
0.475,0.00023859894703748274,0.003267941087506843,
0.5,0.0002893745197629638,0.0029514827937005667,
0.52,0.00024187326723268399,0.002786835511581464,
0.54,0.00021548816711058905,0.0026060948296562753,
0.57,0.0001935554630720926,0.0023465306297347534,
0.6,0.000200186942253211,0.0021275276138415667,
0.65,0.00018804361954893878,0.0017811546451797092,
0.7,0.00023451791515283205,0.0015308918999736708,
0.75,0.00022165443962673947,0.0013339253769402758,
0.8,0.0002640456113784939,0.0011954982550416758,
0.85,0.0002515681389292368,0.0010767662823653575,
0.9,0.00023533030115663323,0.0009724059068305651,
0.94,0.00018049386833429715,0.0009240827985441853,
0.96,0.0001582544796350227,0.0008920446237971356,
0.98,0.00013688133972089567,0.0008616908134695616,
1.0,0.00010995244010270078,0.0008019337178563116,
