ENERGY,POST,POSTUNC,RELPOSTUNC
0.5,0.0020941531603784203,2.1447663246323138e-05,
0.52,0.05478495983512355,0.00015099107759288937,
0.54,0.0019742880746549396,2.3733219748788923e-05,
0.57,0.00012618158667332402,2.5908057337079197e-05,
0.6,-0.0035572976541028423,3.877772093202431e-05,
0.65,-0.0007835886225617816,3.0146298041727456e-05,
0.7,-0.00018204526072640448,4.5847872284050326e-05,
0.75,0.00048296339113829134,4.9731652107538435e-05,
0.8,-0.0007860558704609888,7.201162786691083e-05,
0.85,0.00021543492429221267,9.540210806858885e-05,
0.9,0.0010809196702747936,0.00015167575349141766,
0.94,0.000471062018119639,0.00019130745888980673,
0.96,0.0016260848899727343,0.00024100963804066935,
0.98,0.0015090162555142506,0.00020397857442723736,
1.0,-0.0011159699250825605,0.00013167268730769944,
1.1,0.003920982541200102,0.00025028737104124967,
1.25,6.824596012000583e-05,0.00031746588630662316,
1.4,0.001657061263304005,0.0012854124941827933,
1.6,-0.0018478719165742064,0.0025110018218324056,
1.8,-0.0019293393432479045,0.0028725764281896803,
2.0,-0.0008286031102543445,0.0031720150299025776,
2.2,-0.0010535565088510834,0.003239523764915627,
2.4,-0.0024381517758155224,0.0032333150996561224,
2.6,-0.0007882094387235972,0.003298664902124128,
2.8,-0.000576281751337504,0.0036567048371064404,
3.0,-0.000706309621153367,0.0030850941960991543,
3.6,-0.0007530360020842064,0.0031436110888893335,
4.0,-0.000625463817467975,0.003247790347693269,
4.5,-0.00039180705904429125,0.0034154450619759864,
4.7,-0.00029198244670503026,0.0035166573978548496,
5.0,0.0004818180192429633,0.003240643254843473,
5.3,0.0012269338326098556,0.003823734589927128,
5.5,0.0008785017823556007,0.00365101657620659,
5.8,0.001245141713173581,0.004053930670907797,
6.0,0.0017096165365437788,0.004674894873382893,
6.2,0.002569397137086149,0.00568142137130349,
6.5,0.0008597501275366959,0.006109273232542671,
7.0,0.0035542102647483365,0.006937412924365996,
7.5,0.004408432369243931,0.007862849737553919,
7.75,0.0049006131796838215,0.008938898368753256,
8.0,0.00399485143366074,0.007552816375283662,
8.5,0.0028991461336187463,0.0077529361747308324,
9.0,0.002758165540088342,0.007621512953752051,
10.0,0.0031279702956776845,0.008519953517571935,
11.0,0.0038866817767153616,0.008789346541863008,
11.5,0.0032648095460958704,0.009747898377993464,
12.0,0.004794217793099964,0.009075948673019274,
13.0,0.003194111108315578,0.007446914145011636,
14.0,0.0015072770403734559,0.006838510008883921,
14.5,-0.0021868260433943743,0.0063854896292756666,
15.0,-0.00032403546182491194,0.00871827995516881,
16.0,0.0017366608930380334,0.011367553852995177,
17.0,0.0018530983492139885,0.011933645891944542,
18.0,0.0032873455912205696,0.012142402951300802,
19.0,0.0051827325901390164,0.011686543958244689,
20.0,0.003462402836308831,0.014696129086771237,
21.0,0.004616021540487347,0.01617358716596349,
22.0,0.004860934772464853,0.026184301244110746,
23.0,0.0033501105114202012,0.02073721074731913,
24.0,0.002183033265324985,0.022796788441547186,
25.0,0.0014784374606600093,0.01936240111747546,
26.0,0.004500567321159332,0.025109469263677017,
27.0,0.0022325487391943177,0.02107815178723451,
28.0,0.000999596061854291,0.026993763588955458,
29.0,0.0008625573694045485,0.021809115106222753,
30.0,0.000683960935311978,0.023729855551096794,
32.0,0.001186832700008189,0.030356538469213636,
34.0,0.000793373541885023,0.030881711025771686,
36.0,0.0007948550499219387,0.033614345774303535,
38.0,0.0001895991480562742,0.036170618045677,
40.0,0.0007385330624314346,0.03725575664412483,
42.0,-0.00024740511319942815,0.034317109021331234,
44.0,0.0009489881874511497,0.03528534090687836,
46.0,6.591354282625694e-05,0.03335487445158243,
48.0,0.0007558326542997928,0.03908894623490998,
50.0,0.00034033976854619397,0.04004051443579047,
52.0,0.0006595593626412821,0.04465941729535,
54.0,0.0008337668841413848,0.044030040321812035,
56.0,0.0007445502313114805,0.04533438604913927,
58.0,0.0009304972570234327,0.041482653075661784,
60.0,0.0014778758850162443,0.03855473257636879,
64.0,0.0013183296533405553,0.03373362028162775,
68.0,0.0013699167145722058,0.03298349347133042,
72.0,0.0011264599695821609,0.03508849010676241,
76.0,0.0010393597031130852,0.03780485738036227,
80.0,0.0008910092269127645,0.03952066092100342,
84.0,0.0008170180246593883,0.0517859615625893,
88.0,0.0008068433195016489,0.05048976211589894,
92.0,0.0009633004440545712,0.05062723415354367,
96.0,0.0008328087727784705,0.04983109324495366,
100.0,0.0008872067566498831,0.049779001447785624,
104.0,0.0008198576578208883,0.04982185705731896,
108.0,0.0005957220142427389,0.06389431268496261,
112.0,0.0006427727222559909,0.06026663635094323,
116.0,0.00047535085201522165,0.06028348779293873,
120.0,0.00041418998413012,0.058967069430152,
128.0,0.0002506782979829758,0.05631021377185937,
136.0,5.3733658756716096e-05,0.05441528284050577,
144.0,-0.00026075202867414937,0.0495497786297301,
152.0,3.6192732806306083e-06,0.0545939382423778,
160.0,-1.2259824793581231e-05,0.05548551617216931,
168.0,-0.00014739376662864512,0.05799246780497268,
176.0,-0.00016213128637532215,0.05793120643027611,
184.0,-0.0002290114921996711,0.06214297896706186,
192.0,-0.0003625964123933345,0.05696857394117232,
200.0,-0.0011039883850831878,0.056638556242031124,
