ENERGY,POST,POSTUNC,RELPOSTUNC
0.5,0.0034035015187612316,1.875833969183911e-05,0.07677235148620108
0.52,0.056075488966343734,0.0001325076572133402,0.2174501349076179
0.54,0.0033183678168593467,2.1010297070104936e-05,0.03809316625597839
0.57,0.0013389718846217313,2.2388946564885437e-05,0.03748020360542268
0.6,-0.002242842713661486,3.461707972973077e-05,0.03213483449878121
0.65,0.0004533454489061839,2.630080575631694e-05,0.022214443397916447
0.7,0.0009369982990097281,4.0215985908764297e-05,0.023666549386627135
0.75,0.00137026225176351,4.2226896057912215e-05,0.017634618459273468
0.8,0.00012458824441341498,6.111346394734969e-05,0.014544208732756785
0.85,0.0010937402339594726,7.792277844269194e-05,0.012542065473922255
0.9,0.00158730214332925,0.00011410492392709613,0.009197047738608768
0.94,0.001433001765425157,0.0001395473375952043,0.009429999534030953
0.96,0.0010796899504339486,0.00018424568222044822,0.01383994859182589
0.98,0.0023855120593714307,0.00014025578974704688,0.010363525921309413
1.0,-4.230438254637647e-05,9.188575021411348e-05,0.007575625130726168
1.1,0.00488057071072423,0.00017150026114418147,0.006568208521192945
1.25,0.0011399903262641065,0.00021605024429095825,0.006624681179276189
1.4,0.002646332535265694,0.0007152099699447623,0.0045139194153974984
1.6,-0.0004544052268702359,0.0012779449685354034,0.003768130284076076
1.8,-0.00020421018306826522,0.0013434148068478546,0.0034992088638687484
2.0,0.0005714570181896139,0.0013539844225999452,0.003242169517081284
2.2,0.0008020455396418047,0.0013670117101874054,0.0031808474346002266
2.4,-0.0007149953321444746,0.0014551964617881673,0.003368729305091926
2.6,0.00014809946242344552,0.0013320470385454735,0.003085011683448564
2.8,0.0012909954126694156,0.001445257568147138,0.0033194386407898904
3.0,-0.00010118802469516464,0.0013685327585061648,0.003164589025346621
3.6,-3.496101604527624e-05,0.0015408897936165494,0.0032679720671224765
4.0,0.0005138346555857431,0.0016317585122856586,0.003326187428713982
4.5,0.0013969417282273522,0.0017569602442717527,0.0034849051678187354
4.7,0.0016525491594547859,0.0018514649200132229,0.0036311443813742002
5.0,0.0020033046146608058,0.001900990792692334,0.003708283744139045
5.3,0.0026460058443262824,0.0021610202361973733,0.004136671410532163
5.5,0.002099272219467929,0.002150212627367876,0.004066997939439066
5.8,0.002325398933850975,0.0020737071765307056,0.003787896005666692
6.0,0.001974014260581969,0.0023391496772624367,0.004172707585132206
6.2,0.0019798181340007215,0.002282592466604795,0.003937492465541488
6.5,0.001220232917073627,0.0022037429477476424,0.003589494894608036
7.0,0.0031604715669613093,0.002116963899295732,0.003450899682841359
7.5,0.0033625792101381613,0.0023430722302753212,0.003999718402876418
7.75,0.004389632030968871,0.0023365000749926584,0.00405996356563063
8.0,0.0031934895802112617,0.002148028437978326,0.0037603996992215155
8.5,0.0019054637124302776,0.0019921785141746168,0.0035131930964889843
9.0,0.00225128793633389,0.0018960118690396258,0.0033108555637456853
10.0,0.002440490477501722,0.0019822043524187704,0.003442617753942882
11.0,0.002820891983217555,0.002281383422125529,0.003913768981802669
11.5,0.0030215150346950548,0.00251480907404237,0.004249513977093652
12.0,0.004226686196491913,0.002513800076569096,0.004360863310995798
13.0,0.003526193862320781,0.001994486839204035,0.003657000364660161
14.0,0.002816186747584881,0.0022157554018238422,0.003992641712583329
14.5,0.002974483438133335,0.002228495527479727,0.003901471499165262
15.0,0.0015963479155007843,0.00226585193437575,0.003875176017679111
16.0,0.0022109523219646654,0.0026430753702174348,0.004318564054202953
17.0,0.002971430116868623,0.0024924494329196813,0.003949769986742467
18.0,0.0031765910925309893,0.0024163931514332242,0.0037590169027538474
19.0,0.003787834873168805,0.002886761181053548,0.004308356667645407
20.0,0.00219409539069626,0.00300459464788744,0.004311905935538981
21.0,0.0036800967035222065,0.0031709363527787074,0.004346690201216788
22.0,0.0041559338309995475,0.0035256915637258807,0.004768060708860126
23.0,0.0034548500064122134,0.003149358115308007,0.004209131565268436
24.0,0.002285403305892997,0.003451878383174342,0.00465619727346603
25.0,0.0017243274978993028,0.003613369407369925,0.004865709594592539
26.0,0.0047719291891867854,0.003904617433618707,0.005249523494005172
27.0,0.00257819973246165,0.003639667376927175,0.004898509781425684
28.0,0.0013537241275758394,0.003951520056373206,0.005215181407122677
29.0,0.001203967053593269,0.0037247433168890657,0.00488457467233908
30.0,0.0010489533841446796,0.0030321530651028277,0.003915418248884553
32.0,0.001487512532107882,0.0031572850530711704,0.004005213594737287
34.0,0.0008289087894794989,0.003877108375150953,0.004859497324330236
36.0,0.0010873776361752796,0.0032594499359989673,0.004010175357912814
38.0,0.0005293513910438197,0.004025005608035518,0.004869262138692232
40.0,0.0010922831463828775,0.0033773519201772033,0.0040524806336302245
42.0,0.0001309230072474854,0.004114655664346493,0.004911285911890698
44.0,0.001146714896820944,0.003642904865664534,0.004351564112321427
46.0,0.0005166370964710953,0.004163062772912461,0.004902830383457869
48.0,0.001143671120723555,0.003947412537202145,0.00462742349194439
50.0,0.0007616633715348264,0.0043537182214142146,0.005069743283861565
52.0,0.0009722863341632415,0.004299963275412292,0.005011228172228766
54.0,0.0011364945939422721,0.003938708185185485,0.0045593339626892725
56.0,0.001043446204931131,0.004900428142821696,0.005672409439224029
58.0,0.0012951152781379704,0.003771552421070761,0.0043398290381486
60.0,0.001558378274787886,0.0035265445125048315,0.004061646816310831
64.0,0.0017524037348750632,0.0034704830820866425,0.0040008420930957985
68.0,0.0018376277163585364,0.004322959189525568,0.0049950781525529625
72.0,0.001650788776714096,0.003547951274307752,0.004073164062927127
76.0,0.001629193234847115,0.004166359904317678,0.004731053663497752
80.0,0.0015254583620554207,0.004004744008586669,0.004529256473349486
84.0,0.001623449717194747,0.004247421586688347,0.004819522090079282
88.0,0.0016389482243199804,0.00401700890222009,0.004557605563533808
92.0,0.0018098000108934809,0.004816663287848945,0.005467326803285028
96.0,0.0016798240909403628,0.005461543400170903,0.006204119390690323
100.0,0.0017315681869896071,0.0048046841945654254,0.005430371479421472
104.0,0.0016631004402618554,0.006464602907445946,0.007173574165638227
108.0,0.0015868139654062752,0.00548817004085985,0.006138257182341949
112.0,0.0017275499070685818,0.005049147851789446,0.005703032664976672
116.0,0.0016515701228685398,0.0058112425533071365,0.006549916681595513
120.0,0.0016805567830362467,0.004152728385219488,0.004616397386100611
