ENERGY,POST,POSTUNC,RELPOSTUNC
2.53e-08,1.2539157023816472e-07,0.33361929059244366,
9.4e-06,1.9119040062243187e-07,0.01770822338518437,
0.00015,3.5183234659008633e-07,0.00443046980805281,
0.00025,4.814308784961696e-07,0.0034383035273015043,
0.00035,6.242080230478564e-07,0.0029046188827583147,
0.00045,7.513876760789628e-07,0.0025601146249122748,
0.00055,8.882939874776952e-07,0.0023128534871057725,
0.00065,1.0191835126960314e-06,0.0021237489576893085,
0.00075,1.1359135254629393e-06,0.0019729325657218016,
0.00085,1.340232576252376e-06,0.00195716039707788,
0.00095,1.4624068211954722e-06,0.0018476420814732511,
0.0015,2.1806212884278864e-06,0.0015249393396171906,
0.0025,3.4435001443622326e-06,0.0013182807714785007,
0.0035,4.5016601004643775e-06,0.001227582600500949,
0.0045,5.573072653364264e-06,0.0012250513845825297,
0.0055,6.61767764631449e-06,0.0012408627380653345,
0.0065,7.569324152578716e-06,0.0012634952081551486,
0.0075,8.252664667862675e-06,0.0012511022260638857,
0.0085,9.18218371315227e-06,0.0012907269383075858,
0.0095,9.90227903563401e-06,0.0012967613608323182,
0.015,1.3157443149891535e-05,0.0013486216819177316,
0.02,1.522192707237302e-05,0.001353565965057614,
0.024,1.6372783594231777e-05,0.0013179946818263773,
0.03,1.7450396855966943e-05,0.0011759533918893463,
0.045,1.9863724855184728e-05,0.001095859512609535,
0.055,2.0525237333979263e-05,0.0009887242135501397,
0.065,2.081072608550727e-05,0.0009457126573609433,
0.075,2.0890105679072235e-05,0.0009203983612778826,
0.085,2.084564286142232e-05,0.0008916463577637454,
0.095,1.999070612801468e-05,0.0008939335904770627,
0.1,2.065405465745407e-05,0.0008893288863340721,
0.12,2.147050249123872e-05,0.0008860286813921998,
0.15,2.4681962420558534e-05,0.0008910309190156968,
0.17,2.554525296027954e-05,0.0008850698932078417,
0.18,2.5506650581874624e-05,0.0009206095278677832,
0.19,2.5108549107200062e-05,0.0009401905973192962,
0.2,2.415669739042059e-05,0.0009380898655400537,
0.21,2.4184506036251108e-05,0.0009623323393155009,
0.22,2.3852609842389683e-05,0.0009557251891023698,
0.23,2.373324357352047e-05,0.000979761925164884,
0.235,2.3584630421957797e-05,0.0009782591219541926,
0.24,2.3463857560912516e-05,0.0009774319903788028,
0.245,2.3549099528175077e-05,0.0009814578263125289,
0.25,2.3628604698844313e-05,0.0009838335990476634,
0.26,2.3717508904397278e-05,0.0009794589905946114,
0.27,2.4185118501662828e-05,0.00097419026072642,
0.28,2.4329896901376102e-05,0.0009788161156103232,
0.3,2.525648608253661e-05,0.0009941673802443098,
0.325,2.5942335427187047e-05,0.0009905628188280379,
0.35,2.4983816277135418e-05,0.000998547058963575,
0.375,2.427762164969316e-05,0.0010399121105942064,
0.4,2.2940953416039633e-05,0.0010988648567695596,
0.425,2.1175634065118132e-05,0.0011884878361598638,
0.45,1.955581102852655e-05,0.001252078713138284,
0.475,1.7558401641082355e-05,0.0012950691639363001,
0.5,1.6542737627078807e-05,0.001300250636808847,
0.52,1.5386809050221828e-05,0.0013010820587982166,
0.54,1.6231746142958414e-05,0.001290781581709799,
0.57,1.740560182672546e-05,0.0012405185584056465,
0.6,1.8938730457884745e-05,0.0011376256605570576,
0.65,1.911137321908285e-05,0.0009867815897577792,
0.7,2.1084041406993492e-05,0.0008786023007310616,
0.75,3.189941157999421e-05,0.0008418365940889423,
0.8,3.6842322781671655e-05,0.0008556209802793438,
0.85,4.740535788116951e-05,0.0009277612701019727,
0.9,6.230094303250056e-05,0.0010569712873651812,
0.94,7.172594400239873e-05,0.0012293186288538146,
0.96,7.792189138600136e-05,0.0013469497568938781,
0.98,7.833830425196808e-05,0.0015412860770255418,
1.0,0.00011739125938747819,0.0017013709270617687,
