ENERGY,POST,POSTUNC,RELPOSTUNC
2.53e-08,0.0011431004229831565,0.0038728692097261055,0.0030199825142857763
0.00015,0.011270619031584772,0.005922589757236563,0.006623098073167003
0.00025,0.008140912699235558,0.006093779225814154,0.006955610834520111
0.00035,0.012116286044822289,0.0050775790957320755,0.007701541687480442
0.00045,0.015716943093455615,0.005012518083126386,0.007099597220590419
0.00055,0.008643924709005546,0.008179898394420926,0.007913320240340702
0.00065,0.018793738390446624,0.0032978382976225885,0.008233474110051375
0.00075,0.01886281085205299,0.004275930440097051,0.008214753095754717
0.00085,0.012377077905064704,0.0047664395904131575,0.007674230087344907
0.00095,0.007456083081842868,0.009127668017088125,0.008105243493869325
0.0015,0.013186650383671283,0.005183297943476649,0.008292126253276149
0.0025,0.01268634942268232,0.005021535697063493,0.00809857817938997
0.0035,0.01786375674202545,0.0051968959088789495,0.00813141861935883
0.0045,0.012155664475878902,0.004994635846549766,0.008838613388761662
0.0055,0.0211687286207618,0.005034053344931589,0.00824146595440835
0.0065,0.01021244134362398,0.00629864143084473,0.010124630935576721
0.0075,-0.00650932000616633,0.00458605774850028,0.007092653085168123
0.0085,0.013220801257099346,0.006926209935277287,0.009268297014170148
0.0095,0.036355683770046276,0.004999339840461367,0.008083336801246373
0.015,0.007037773085035948,0.004637007339256857,0.006448111764862616
0.02,0.0077066393159224145,0.0052415097332599424,0.007019748199613558
0.024,-0.007529557226290673,0.005290868772524954,0.007032184551529725
0.03,0.0004464209635908212,0.005303250220393855,0.006720586003793151
0.045,0.002556850874232852,0.004846992010467591,0.005836487786834377
0.055,-0.0020647726652346376,0.005004180112114604,0.005852570794012746
0.065,0.0036589441001431133,0.005241629672622557,0.005843594073898127
0.075,0.0007916294681213909,0.006142876668719188,0.0066067849665623875
0.085,0.004410519364841381,0.005871390005644142,0.006165455196254083
0.095,-0.0023833313879031426,0.008777593712200755,0.008977419510264718
0.1,0.004492474173502403,0.00660675076159603,0.006706987257347053
0.12,0.0023348094598900637,0.005439318573791519,0.00538135500666423
0.15,0.00423703476954751,0.005401056411904189,0.005123379996398996
0.17,-0.00016863934959010507,0.006141502487858227,0.005734628261586931
0.18,0.00452242580644624,0.007283153200289189,0.0067711718025375255
0.19,0.003408076635691426,0.008086393569987353,0.007526797647603793
0.2,-0.020034843796672752,0.008656476044675456,0.008007572568076847
0.21,0.007861602923020072,0.008486331468252109,0.0073749131098573475
0.22,0.0038697113779853076,0.007312932948567977,0.006414888915309689
0.23,0.0022295179117139963,0.007114084874865542,0.0060689007388720915
0.24,0.023555596431418024,0.010805041531748103,0.009244321962873468
0.245,0.008418455131161018,0.0069105288440702685,0.005915925410724794
0.25,0.0034740135045241427,0.009206093377025746,0.007800592846959421
0.26,0.009881844070374735,0.007470679759813925,0.00618380000604982
0.27,0.00657115609317338,0.006807126393016441,0.005586388089067868
0.28,0.006820286900580452,0.008126663704355306,0.0063858705157638865
0.3,0.005094888074610671,0.006690012653440032,0.005348003140801657
0.325,0.0021486905385694755,0.006216298020563376,0.004957116391236756
0.35,0.003974512783922579,0.006247256493685544,0.0049458797643519865
0.375,0.0015297387212021007,0.0064012977512666975,0.005006855473079765
0.4,-0.0004647904698636962,0.00637875618345087,0.0048507604629134575
0.425,0.00990485284807563,0.007478071100253774,0.005713029484389479
0.45,0.007515276495217549,0.007027733885259518,0.005146687341891474
0.475,0.00454851326891248,0.006907586276244125,0.004988146961165523
0.5,0.0090411195790836,0.006917710539444693,0.004976154414017956
0.52,0.011534288499574163,0.007094594989546253,0.005083213919379032
0.54,0.004312386611955654,0.00648575832875618,0.004612321154544662
0.57,0.007680097231406169,0.006626847223870262,0.004715864996616907
0.6,0.006170332899210429,0.0066341679114842195,0.004588016036601056
0.65,0.001322595420031103,0.006356411818379515,0.004379345488025187
0.7,-0.0017956256436704177,0.006433232570447169,0.004398582783310491
0.75,0.0010436979417132175,0.006362837629005377,0.004233661383601066
0.8,0.0011605579844975455,0.006556235336088139,0.004265223658865175
0.85,0.002270694887803959,0.0065386947618335895,0.004300327380415494
0.9,0.004011840199658279,0.006157978658335736,0.004175004863433679
0.94,0.0027469039197529632,0.006485276274077743,0.004496345329563995
0.96,0.005634702193157315,0.006511740096985783,0.004498178604262719
0.98,0.0013522460582988671,0.006204617271693794,0.004339931911507687
1.0,0.0009338362350606033,0.005853872895238329,0.0040537450407685935
1.1,0.004198533731155196,0.005927634163459721,0.004033609590349955
1.25,0.005813291940892418,0.0060879148087687115,0.00396530239390198
1.4,0.008137669347635379,0.006253868842515274,0.003958276584476585
1.6,0.008044554792615788,0.006237528909181392,0.003984736970361164
1.8,0.008336075718504476,0.006117988329346038,0.0039592231490755865
2.0,0.0076468099245710075,0.006132575388240158,0.003965444837948441
2.2,0.0074087238536328925,0.006151432147853631,0.0039797777076262635
2.4,0.006553377467627186,0.006058888303963115,0.003961236402188293
2.6,0.007344413042635889,0.0060976928537130005,0.0039919577795400505
2.8,0.008149087467300697,0.0061693284174315416,0.004017628961897861
3.0,0.008086458042163791,0.006113429901397708,0.003974561657593713
3.6,0.005694868782008644,0.006272387293906682,0.004018415723478632
4.0,0.005753437307488785,0.0063226556525031044,0.004041343938386691
4.5,0.007572263300804183,0.006415101172150147,0.004083527884765795
4.7,0.009109974698100265,0.006876107277514788,0.004346351956198679
5.0,0.004839850714807525,0.00656516330668728,0.004148120277460963
5.3,0.004552455134905431,0.006670739602722588,0.004174037658614178
5.5,0.0054410188920692715,0.00678825238590883,0.004216510524658402
5.8,0.009180489935987746,0.006897472092365074,0.004204847649536149
6.0,0.004775044876138335,0.007161940647350963,0.004396233137143853
6.2,0.005956865724755955,0.006813010377007555,0.004338627340415711
6.5,0.013094479344327725,0.0064703850681513565,0.004411321705769446
7.0,0.015768259334092205,0.005802924723215869,0.004278980602438923
7.5,0.011522122679791247,0.005561832828396412,0.0042731908913444
7.75,0.012966254635985663,0.005538158475671092,0.004271185593768171
8.0,0.012102213632267489,0.005565309631543719,0.004306313394835377
8.5,0.014816773573215203,0.005508770272962486,0.0043068344688743975
9.0,0.014421397396996438,0.005583888438848936,0.004344199676965579
10.0,0.012949184885375997,0.005515534712085795,0.0042583149628704344
11.0,0.013054667433892941,0.005880408270078135,0.0044916595262491565
11.5,0.01024767944522953,0.006015269634220062,0.004557670107361847
12.0,0.010689029248425408,0.005960557740825428,0.004532366910908307
13.0,0.013564239230382968,0.00577091916194331,0.004607043503093135
14.0,0.011442914877744403,0.006149643948256799,0.005259033203914524
14.5,-0.0025642739347399024,0.005959079590040235,0.005161950412311719
15.0,-0.0010312668857698215,0.005924274430613788,0.005220302974824674
16.0,-0.001572491113054686,0.005923278804078611,0.005228949973520315
17.0,0.0040961652551014804,0.005900691022203159,0.00521323448151996
18.0,0.0031880103901713586,0.00585044323316764,0.005129624811639405
19.0,0.0010884639050883216,0.006297905655305468,0.005419876721609418
20.0,0.0036316195765293546,0.007826122768403438,0.006688205125235843
21.0,0.0053810127228681726,0.006282480081732297,0.005514772378324454
22.0,0.0029893967555032486,0.006571350630548081,0.0058331016453506855
23.0,0.0020001699500227232,0.006265469073999933,0.005641320527312158
24.0,-0.000611699982851599,0.006434870235665812,0.005821220682535213
25.0,-0.001504832287735125,0.007322055514458268,0.006634973409430674
26.0,-0.0072664091514405005,0.006098615092408235,0.005595190082218489
27.0,-0.0027749010577009514,0.006446761263936665,0.005847410894260994
28.0,-0.0035442080899733552,0.007564592806576931,0.006868899616792077
29.0,-0.0057356578905666256,0.006349506966716384,0.005828327243836708
30.0,-0.005323208104808241,0.006049864910067939,0.005534971056274424
32.0,-0.0062048864918441415,0.00599515020851869,0.005536136192640402
34.0,-0.005579275868072386,0.005834577043683116,0.005398433783097116
36.0,-0.010242094668512336,0.006023971489371348,0.005571212236697571
38.0,-0.007042221391632908,0.006004013930852905,0.005553810674295213
40.0,-0.017241770292639402,0.006412726057510637,0.005960796828759586
42.0,-0.009651569462523768,0.0075365065708841855,0.007022400273097089
44.0,-0.007846695818165106,0.006372212521366936,0.005891269440265879
46.0,-0.009109397019129162,0.006588029018603662,0.0060906068097118776
48.0,-0.008171346938332102,0.006888339676435294,0.006361699212551299
50.0,-0.01097488162500937,0.007910815203219927,0.007334595140409105
52.0,-0.014057037752680301,0.007005808433998955,0.006524409466253698
